log-TPM	count	mean	std	min	25_percentile	50_percentile	75_percentile	max	cv	noise	lin_slope	lin_r	spearmans_rho
b2107	30.0	6.824930227475632	0.7107214218737234	5.321203203307579	6.369070191192617	6.81122975558222	7.248215361111901	8.499882617140035	0.10413607145938562	0.01084432137899427	-0.19092116201150572	-0.3994134746786251	-0.3989320305028381
b2109	30.0	1.9521268853270386	0.603726628390675	0.729751275213143	1.498896691739025	2.0087547007444124	2.321525251536835	3.11113542192002	0.30926607943803464	0.09564550789097274	-0.20036744746992405	-0.35607110698234457	-0.3059294712445078
b2110	30.0	0.6526090595290999	0.8290389275206764	0.0	0.0	0.36649647006886826	0.8071159647018908	2.81303873532441	1.2703454164716657	1.6137774771505695	0.07674829436116562	0.1872892685045467	0.09215100324096902
b2111	30.0	2.2557047673127113	1.8396834449802841	0.0	0.8951272870088951	1.4444910271709208	4.1597978556227675	5.73580692889889	0.8155692498588608	0.6651532013153449	0.039770313530597734	0.2153631290443845	0.2674677347574545
b2112	30.0	4.482692138242117	1.7251335169672621	0.0	3.832745259515466	4.41155775387689	5.716933349141961	7.372910379733154	0.38484318435567855	0.1481042765450188	-0.13322687756432702	-0.6765249221568493	-0.6733422340898978
b2113	30.0	7.851088955987807	0.6625538234777747	6.69936840806376	7.334186570651925	7.844710937208255	8.169043956924227	9.58934891999391	0.08439005432137708	0.007121681268364974	0.18865357329697624	0.36792172917557137	0.3806875093086202
b2114	30.0	8.439955326380183	0.46726529802572775	7.34131977078679	8.10673047864944	8.330963101537396	8.877520243931581	9.16401636666466	0.05536348001336323	0.0030651149191900694	0.09740711211694333	0.1339748977159053	0.12081432937146745
b2118	30.0	2.698231718812186	0.4618903356116316	1.5995036788557848	2.4170698477621153	2.7031697557476972	3.08000021853004	3.4489151824968447	0.17118260540461094	0.02930348439311074	-0.502667051040757	-0.6834213339556598	-0.6383357476367221
b2119	30.0	1.7348067723977298	0.5152053739481017	0.7938562418052011	1.4133166994730415	1.7203413963317802	1.9497767634808163	2.989944002188135	0.2969814172652903	0.08819796220090048	-0.0257169311880173	-0.039000373363827764	-0.023806875216845335
b2120	30.0	1.9118185862645982	0.549762630334902	0.238844191889528	1.595491242311034	1.96632928089051	2.2191606407985103	2.94231727419785	0.28756004062553564	0.08269077696455972	-0.17404203442954227	-0.28164276834655266	-0.2983646697737345
b2121	30.0	1.6352436848116279	0.4612318796245632	0.890303302314248	1.1869794895848975	1.65045821298562	1.874539204257875	2.833791740079485	0.2820569704127583	0.07955613455842361	-0.29246892019058224	-0.3970710978302113	-0.3628879764362125
b2122	30.0	2.4499910527643425	0.4809961030773339	1.50134671618971	2.1902030147651224	2.441853521979725	2.729522718447904	3.4624141037514597	0.19632565699969498	0.038543763596361885	-0.34170414465534715	-0.48379462823010333	-0.5117365700817221
b2124	30.0	6.468992848810634	0.5532811981014214	5.26357075462481	5.92231970718383	6.53041396775275	6.906443252505483	7.3508688054611	0.08552818205745051	0.007315069926052401	-0.2828314745011954	-0.4606201020651421	-0.47635999849781174
b2125	30.0	5.600237630988767	0.7954785540443053	4.172654137888505	5.0250917421939	5.6228311028975995	6.304347308300515	7.13157205940208	0.1420437142957195	0.020176416770923987	-0.08187453489187159	-0.191710790982676	-0.26543553395978026
b2126	30.0	5.575894601565961	0.9320884481610506	3.5721260679642404	4.752475623680685	5.748911353041327	6.198526496837068	7.15922779839604	0.1671639287979508	0.027943779091166368	-0.0363281924817555	-0.0996713069602076	-0.16464567906977146
b2127	30.0	5.37127064997016	1.6914961197252023	2.11208038976332	3.8884628518241677	5.484413336091968	6.928719863820366	8.140572745425825	0.3149154511017983	0.0991717413426491	-0.1301109139319235	-0.6478194318243174	-0.7204360930107027
b2128	30.0	4.019169437801595	1.2386196532165694	1.63509995415411	3.047990863037275	4.01570591176838	4.8166298082258105	6.31323493310194	0.30817801348879426	0.09497368799789944	-0.16217046481227174	-0.5912606353163589	-0.6556902921873196
b2129	30.0	4.493784669934694	1.1270762163664885	2.55737739688983	3.878744778737252	4.535781936115955	5.077002080540588	6.783097455290715	0.2508077932409849	0.06290454915041264	-0.1467915437107914	-0.4869939439972395	-0.6098564950408697
b2130	30.0	4.1252485759072	1.2830502290631263	1.46498695512454	3.3811380677053826	4.125726937403238	4.948287396912848	6.72878944831656	0.31102373722557203	0.09673576511776169	-0.12321024527758959	-0.46532857027951297	-0.6301034636832334
b2131	30.0	5.66771987558777	1.4464958049850598	3.12189721050908	4.554267167019591	5.61264645137935	6.740647411848078	8.115115580216445	0.25521653093962254	0.06513547766485532	-0.114762891869088	-0.48863874431573906	-0.578039830031441
b2132	30.0	6.8522129066613	0.40947808196858526	5.9025152753943	6.52315531208845	6.876143153252816	7.200692351926387	7.58442398719969	0.059758517072713235	0.0035710803627297598	0.5973778140134167	0.720027339916578	0.7099788674481631
b2133	30.0	8.377499294802243	0.45760669608700116	7.236379812528	8.159871896334234	8.474145889990197	8.662048557781059	9.24907335168028	0.054623304638285054	0.002983705409606894	-0.06813148756701448	-0.09177184853054524	-0.06140838840980666
b2134	30.0	6.45278509256029	0.44417367473188474	5.37700803854389	6.19364571766439	6.545978903900821	6.785301302299851	7.037869605739555	0.06883441310388484	0.004738176427356273	-0.0852473373298606	-0.1114558518731629	-0.04939370372093144
b2135	30.0	4.607247618328403	1.8264927453842221	0.97887745596785	3.4143791765903315	4.8407036527416425	5.580507363819445	9.332915362447604	0.3964390231855844	0.1571638991043403	-0.13164853089409964	-0.7077880177922945	-0.7286683769641912
b2136	30.0	5.379269423538669	0.779271407604142	3.72229563357528	4.859183369444132	5.472503331105813	6.08884247127984	6.495703308321724	0.1448656585584275	0.020986059029566906	-0.23314053091665066	-0.5347807431290541	-0.5150739824952986
